Date,Site,Depth (m),Temp (degC),SpeCond(uS/cm),Chla (ug/L),Turb (FTU),DO (mg/L)
Mar-18-2019,UA01,-0.518,10.9387,233.3824,4.2043,11.118,10.7842
Mar-18-2019,UA01,-0.585,10.9352,233.4042,4.4753,11.272,10.7935
Mar-18-2019,UA01,-0.651,10.9335,233.3973,4.641,11.26,10.7987
Mar-18-2019,UA01,-0.717,10.9319,233.4335,4.7184,10.985,10.796
Mar-18-2019,UA01,-0.785,10.9292,233.4137,4.8404,10.985,10.7938
Mar-18-2019,UA01,-0.85,10.9268,233.4009,5.0127,11.158,10.7885
Mar-18-2019,UA01,-0.909,10.9257,233.4585,5.1674,11.662,10.78
Mar-18-2019,UA01,-0.969,10.9248,233.4452,5.3253,11.249,10.7753
Mar-18-2019,UA01,-1.04,10.9241,233.3777,5.5321,10.852,10.7706
Mar-18-2019,UA01,-1.114,10.924,233.4076,5.7351,11.266,10.7652
Mar-18-2019,UA01,-1.18,10.9237,233.4229,5.8636,11.553,10.7613
Mar-18-2019,UA01,-1.239,10.9231,233.3834,5.9343,11.346,10.7572
Mar-18-2019,UA01,-1.299,10.9222,233.3306,5.9705,10.974,10.7539
Mar-18-2019,UA01,-1.359,10.9196,233.3342,5.9925,11.254,10.7507
Mar-18-2019,UA01,-1.418,10.9157,233.414,6.0099,11.513,10.7473
Mar-18-2019,UA01,-1.483,10.9124,233.395,6.0531,11.335,10.7416
Mar-18-2019,UA01,-1.558,10.9086,233.3927,6.1497,11.151,10.7342
Mar-18-2019,UA01,-1.636,10.9037,233.4349,6.2347,11.181,10.7285
Mar-18-2019,UA01,-1.704,10.9002,233.396,6.2497,11.314,10.7219
Mar-18-2019,UA01,-1.766,10.8988,233.3915,6.1966,11.338,10.7181
Mar-18-2019,UA01,-1.832,10.8985,233.4014,6.1974,11.128,10.7118
Mar-18-2019,UA01,-1.904,10.8983,233.4487,6.2281,10.991,10.702
Mar-18-2019,UA01,-1.97,10.9,233.4576,6.1641,11.444,10.6962
Mar-18-2019,UA01,-2.031,10.9013,233.4396,6.0954,11.455,10.7006
Mar-18-2019,UA01,-2.096,10.8991,233.5087,6.0849,11.131,10.7039
Mar-18-2019,UA01,-2.167,10.8954,233.4926,6.0787,11.816,10.7009
Mar-18-2019,UA01,-2.236,10.8905,233.4436,6.0786,12.427,10.7036
Mar-18-2019,UA01,-2.298,10.8858,233.3666,6.0847,11.921,10.7039
Mar-18-2019,UA01,-2.354,10.879,233.2706,6.0794,11.381,10.7037
Mar-18-2019,UA01,-2.402,10.8685,233.2319,6.0694,10.878,10.6961
Mar-18-2019,UA01,-2.445,10.8599,233.2298,6.0908,10.941,10.6852
Mar-18-2019,UA01,-2.485,10.8538,233.2984,6.1168,11.317,10.6691
Mar-18-2019,UA01,-2.532,10.8478,233.2939,6.1134,10.916,10.6492
Mar-18-2019,UA01,-2.589,10.8393,233.3375,6.1041,10.838,10.6385
Mar-18-2019,UA01,-2.647,10.8311,233.403,6.0359,11.391,10.6201
Mar-18-2019,UA01,-2.7,10.825,233.3083,5.9724,11.94,10.604
Mar-18-2019,UA01,-2.753,10.8186,233.3129,5.9158,11.469,10.5914
Mar-18-2019,UA01,-2.817,10.8135,233.3441,5.9229,10.979,10.5738
Mar-18-2019,UA01,-2.894,10.8076,233.2934,6.0449,11.184,10.5492
Mar-18-2019,UA01,-2.973,10.801,233.2135,6.0806,11.197,10.5212
Mar-18-2019,UA01,-3.05,10.7946,232.9685,6.0472,11.392,10.5006
Mar-18-2019,UA01,-3.126,10.7786,232.8555,6.0099,11.543,10.4765
Mar-18-2019,UA01,-3.209,10.7507,232.8934,5.9732,11.423,10.4466
Mar-18-2019,UA01,-3.299,10.7158,232.9245,5.9388,11.478,10.4146
Mar-18-2019,UA01,-3.386,10.6785,233.1011,5.8781,11.277,10.3863
Mar-18-2019,UA01,-3.468,10.6519,233.1794,5.82,11.318,10.3661
Mar-18-2019,UA01,-3.545,10.6348,233.1948,5.7525,11.683,10.3512
Mar-18-2019,UA01,-3.621,10.619,233.237,5.679,11.452,10.3425
Mar-18-2019,UA01,-3.7,10.6064,233.2434,5.6403,11.592,10.3335
Mar-18-2019,UA01,-3.78,10.5978,233.336,5.6263,11.665,10.3277
Mar-18-2019,UA01,-3.857,10.5919,233.3073,5.5993,11.486,10.3268
Mar-18-2019,UA01,-3.931,10.5882,233.2692,5.5536,11.587,10.3246
Mar-18-2019,UA01,-4.009,10.5839,233.3144,5.4744,11.412,10.318
Mar-18-2019,UA01,-4.09,10.5776,233.3388,5.4038,11.621,10.3087
Mar-18-2019,UA01,-4.172,10.5723,233.3241,5.435,11.749,10.3004
Mar-18-2019,UA01,-4.245,10.5678,233.2441,5.4869,11.385,10.2956
Mar-18-2019,UA01,-4.308,10.5617,233.2102,5.4733,11.303,10.2879
Mar-18-2019,UA01,-4.364,10.551,233.2168,5.4717,11.433,10.2841
Mar-18-2019,UA01,-4.425,10.5388,233.3244,5.4308,11.44,10.271
Mar-18-2019,UA01,-4.497,10.5312,233.3439,5.3092,11.419,10.2542
Mar-18-2019,UA01,-4.581,10.5252,233.3458,5.1954,11.424,10.271
Mar-18-2019,UA01,-4.665,10.5176,233.4276,5.0813,11.433,10.2821
Mar-18-2019,UA01,-4.742,10.5105,233.4626,4.9784,11.447,10.2818
Mar-18-2019,UA01,-4.805,10.5036,233.4359,4.9713,11.564,10.2824
Mar-18-2019,UA01,-4.866,10.4957,233.3205,5.0683,11.762,10.2802
Mar-18-2019,UA01,-4.934,10.4871,233.305,5.1349,11.686,10.2767
Mar-18-2019,UA01,-5.014,10.4792,233.395,5.1344,11.599,10.266
Mar-18-2019,UA01,-5.099,10.473,233.5405,5.1428,11.711,10.2498
Mar-18-2019,UA01,-5.18,10.4685,233.5612,5.1667,11.968,10.2236
Mar-18-2019,UA01,-5.257,10.4638,233.4032,5.1856,11.881,10.1909
Mar-18-2019,UA01,-5.335,10.4572,233.3407,5.1613,11.805,10.1518
Mar-18-2019,UA01,-5.42,10.4518,233.4211,5.1667,11.906,10.0977
Mar-18-2019,UA01,-5.509,10.4473,233.4475,5.215,11.904,10.0333
Mar-18-2019,UA01,-5.598,10.4428,233.3889,5.1791,12.279,9.9627
Mar-18-2019,UA01,-5.687,10.4381,233.4025,5.166,12.196,9.883
Mar-18-2019,UA01,-5.777,10.432,233.3766,5.2334,11.922,9.804
Mar-18-2019,UA01,-5.867,10.4257,233.2816,5.2287,12.15,9.7187
Mar-18-2019,UA01,-5.958,10.418,233.205,5.1181,12.125,9.6304
Mar-18-2019,UA01,-6.046,10.405,233.1182,4.9799,12.194,9.5464
Mar-18-2019,UA01,-6.133,10.3847,232.9794,4.962,12.347,9.4683
Mar-18-2019,UA01,-6.219,10.3521,232.8919,5.0506,12.181,9.3892
Mar-18-2019,UA01,-6.309,10.3074,232.9728,5.1582,12.294,9.3057
Mar-18-2019,UA01,-6.401,10.2581,232.9451,5.299,12.707,9.2275
Mar-18-2019,UA01,-6.489,10.2066,232.7272,5.348,12.892,9.152
Mar-18-2019,UA01,-6.574,10.1442,232.6024,5.263,12.89,9.079
Mar-18-2019,UA01,-6.656,10.0762,232.7365,5.1698,13.168,9.0066
Mar-18-2019,UA01,-6.736,10.0174,232.9405,5.1718,13.614,8.9378
Mar-18-2019,UA01,-6.815,9.9676,232.8728,5.2117,13.74,8.8701
Mar-18-2019,UA01,-6.886,9.9223,232.7683,5.1761,13.96,8.8092
Mar-18-2019,UA01,-6.95,9.87,232.8114,5.0741,13.805,8.7562
Mar-18-2019,UA01,-7.006,9.8099,232.8331,4.9779,13.641,8.7017
Mar-18-2019,UA01,-7.058,9.7469,233.007,4.9559,14.074,8.6533
Mar-18-2019,UA01,-7.114,9.6855,233.4507,4.9095,13.963,8.6023
Mar-18-2019,UA01,-7.175,9.6395,233.792,4.8086,13.925,8.5508
Mar-18-2019,UA01,-7.236,9.6051,233.9018,4.7075,14.398,8.5051
Mar-18-2019,UA01,-7.292,9.5729,234.1767,4.6245,14.668,8.4573
Mar-18-2019,UA01,-7.344,9.545,234.4794,4.5887,14.459,8.4128
Mar-18-2019,UA01,-7.398,9.5197,234.578,4.5594,14.46,8.3692
Mar-18-2019,UA01,-7.452,9.4967,234.6616,4.5052,14.968,8.3257
Mar-18-2019,UA01,-7.503,9.4777,234.7226,4.4644,14.964,8.2916
Mar-18-2019,UA01,-7.556,9.4645,234.8199,4.4603,14.705,8.2612
Mar-18-2019,UA01,-7.618,9.4563,234.9625,4.4764,14.717,8.2323
Mar-18-2019,UA01,-7.699,9.4466,235.0831,4.5809,14.807,8.2049
Mar-18-2019,UA01,-7.794,9.4329,235.1584,4.7291,14.742,8.1802
Mar-18-2019,UA01,-7.894,9.4195,235.2275,4.8222,14.884,8.1628
Mar-18-2019,UA01,-7.992,9.4112,235.3544,4.8543,15.257,8.1577
Mar-18-2019,UA01,-8.087,9.4072,235.3979,4.8532,15.236,8.1525
Mar-18-2019,UA01,-8.183,9.4056,235.413,4.8825,15.414,8.1545
Mar-18-2019,UA01,-8.279,9.4044,235.3963,4.9248,15.444,8.1618
Mar-18-2019,UA01,-8.372,9.403,235.3515,4.9857,15.45,8.1547
Mar-18-2019,UA01,-8.459,9.4016,235.3928,5.0439,15.728,8.158
Mar-18-2019,UA01,-8.535,9.4,235.3262,5.0797,15.654,8.1602
Mar-18-2019,UA01,-8.608,9.3988,235.243,5.1589,15.641,8.1548
Mar-18-2019,UA01,-8.683,9.3987,235.2303,5.192,15.629,8.1498
Mar-18-2019,UA01,-8.759,9.3981,235.2803,5.241,15.509,8.1487
Mar-18-2019,UA01,-8.827,9.3975,235.4288,5.3546,15.241,8.1454
Mar-18-2019,UA01,-8.878,9.3975,235.4022,5.3374,15.28,8.1464
Mar-18-2019,UA01,-8.921,9.3974,235.2987,5.2225,15.743,8.1598
Mar-18-2019,UA01,-8.972,9.397,235.3149,5.108,15.687,8.1665
Mar-18-2019,UA01,-9.041,9.397,235.269,5.0799,15.508,8.1758
Mar-18-2019,UA01,-9.118,9.3965,235.2329,5.0875,15.428,8.19
Mar-18-2019,UA01,-9.188,9.3955,235.2987,5.0092,15.337,8.197
Mar-18-2019,UA01,-9.238,9.3958,235.3284,4.928,15.525,8.1955
Mar-18-2019,UA01,-9.282,9.3966,235.3198,4.95,15.618,8.1978
Mar-18-2019,UA01,-9.339,9.3975,235.2997,5.0735,15.665,8.1926
Mar-18-2019,UA01,-9.4,9.3982,235.3041,5.131,15.6,8.1877
Mar-18-2019,UA01,-9.455,9.3981,235.2629,5.0805,15.704,8.1887
Mar-18-2019,UA01,-9.496,9.3975,235.2236,5.059,15.925,8.1782
Mar-18-2019,UA01,-9.524,9.3974,235.1979,5.1582,15.73,8.1762
Mar-18-2019,UA01,-9.55,9.3988,235.2455,5.2991,15.535,8.1789
Mar-18-2019,UA01,-9.578,9.4014,235.3484,5.2697,15.683,8.1816
Mar-18-2019,UA01,-9.606,9.4036,235.2765,5.1213,16.344,8.186
Mar-18-2019,UA01,-9.623,9.4036,235.3166,5.0094,16.614,8.1851
Mar-18-2019,UA01,-9.628,9.403,235.2705,4.9916,16.551,8.1836
Mar-18-2019,UA01,-9.629,9.3961,235.331,5.2396,16.691,8.1687
Mar-18-2019,UA01,-9.63,9.3969,235.3039,7.9544,16.917,8.2723
Mar-18-2019,UA01,-9.631,9.3966,235.3294,8.1995,16.468,8.2773
Mar-18-2019,UA01,-9.632,9.3999,235.3405,7.1125,18.437,8.2936
Mar-18-2019,UA01,-9.633,9.4018,235.1516,6.3462,18.666,8.2745
Mar-18-2019,UA01,-9.634,9.4016,235.1492,6.4149,18.111,8.281
Mar-18-2019,UA01,-9.635,9.4022,235.2292,6.2138,18.202,8.2531
Mar-18-2019,UA01,-9.636,9.4047,235.3321,5.6524,19.234,8.2512
Mar-18-2019,UA06,-0.53,11.4208,235.0015,5.2446,9.267,10.8921
Mar-18-2019,UA06,-0.593,11.4032,235.112,5.3866,9.244,10.8523
Mar-18-2019,UA06,-0.671,11.3895,235.0639,5.5878,9.688,10.8235
Mar-18-2019,UA06,-0.754,11.3803,234.834,5.8228,9.459,10.7918
Mar-18-2019,UA06,-0.838,11.3583,234.895,6.1375,9.131,10.771
Mar-18-2019,UA06,-0.925,11.3351,234.954,6.4968,9.495,10.7442
Mar-18-2019,UA06,-1.017,11.3197,234.8233,6.7964,9.72,10.7185
Mar-18-2019,UA06,-1.114,11.2998,234.7127,7.0651,9.62,10.6867
Mar-18-2019,UA06,-1.213,11.2772,234.5672,7.2404,9.728,10.6689
Mar-18-2019,UA06,-1.31,11.2493,234.3548,7.4319,9.551,10.6499
Mar-18-2019,UA06,-1.395,11.2109,234.3693,7.6338,9.374,10.6256
Mar-18-2019,UA06,-1.468,11.1745,234.4458,7.5188,9.463,10.6149
Mar-18-2019,UA06,-1.536,11.1452,234.4539,7.3037,9.654,10.6049
Mar-18-2019,UA06,-1.601,11.1192,234.4902,7.2239,9.885,10.5955
Mar-18-2019,UA06,-1.67,11.0981,234.4353,7.1511,9.673,10.5809
Mar-18-2019,UA06,-1.747,11.0794,234.4239,7.055,9.742,10.5629
Mar-18-2019,UA06,-1.829,11.06,234.4282,6.9557,9.751,10.5479
Mar-18-2019,UA06,-1.916,11.0414,234.4051,6.8303,9.737,10.5369
Mar-18-2019,UA06,-2.001,11.0234,234.409,6.7015,9.919,10.5238
Mar-18-2019,UA06,-2.081,11.0047,234.3973,6.5347,10.036,10.5104
Mar-18-2019,UA06,-2.156,10.9851,234.3521,6.3144,9.962,10.5037
Mar-18-2019,UA06,-2.228,10.9656,234.3167,6.1489,9.871,10.487
Mar-18-2019,UA06,-2.301,10.9476,234.3666,6.0127,9.872,10.4614
Mar-18-2019,UA06,-2.377,10.9319,234.3563,5.8682,9.911,10.4329
Mar-18-2019,UA06,-2.452,10.9177,234.2513,5.7684,10.207,10.3905
Mar-18-2019,UA06,-2.527,10.905,234.1578,5.7396,9.986,10.3522
Mar-18-2019,UA06,-2.603,10.8897,233.997,5.706,10.051,10.3266
Mar-18-2019,UA06,-2.675,10.8656,233.8068,5.696,9.925,10.2896
Mar-18-2019,UA06,-2.736,10.8306,233.8041,5.708,9.862,10.2323
Mar-18-2019,UA06,-2.787,10.7904,233.9687,5.6288,10.312,10.1658
Mar-18-2019,UA06,-2.837,10.7604,233.95,5.6389,10.306,10.0908
Mar-18-2019,UA06,-2.892,10.7364,233.9483,5.7055,10.259,10.0072
Mar-18-2019,UA06,-2.954,10.7105,234.1049,5.722,10.192,9.9253
Mar-18-2019,UA06,-3.023,10.6926,233.9109,5.7645,10.304,9.8484
Mar-18-2019,UA06,-3.101,10.6732,233.4664,5.7355,10.426,9.7849
Mar-18-2019,UA06,-3.184,10.6272,233.3136,5.7574,10.635,9.7292
Mar-18-2019,UA06,-3.262,10.5542,233.3964,5.8058,10.689,9.6839
Mar-18-2019,UA06,-3.332,10.484,233.4174,5.7069,10.774,9.6513
Mar-18-2019,UA06,-3.391,10.4148,233.6693,5.5976,11.091,9.6249
Mar-18-2019,UA06,-3.443,10.3533,233.7623,5.6446,11.21,9.6066
Mar-18-2019,UA06,-3.499,10.3159,233.1177,5.8815,11.167,9.5981
Mar-18-2019,UA06,-3.565,10.2344,232.6067,6.0366,11.244,9.6021
Mar-18-2019,UA06,-3.635,10.0922,232.7926,5.9814,11.662,9.6081
Mar-18-2019,UA06,-3.706,9.9531,233.2571,5.9142,11.99,9.617
Mar-18-2019,UA06,-3.776,9.8434,233.6702,5.8166,12.289,9.6313
Mar-18-2019,UA06,-3.843,9.7701,233.9639,5.6833,12.164,9.6449
Mar-18-2019,UA06,-3.909,9.7296,234.1405,5.6351,12.025,9.661
Mar-18-2019,UA06,-3.969,9.7081,234.3122,5.6125,12.031,9.669
Mar-18-2019,UA06,-4.022,9.6942,234.4158,5.5662,11.947,9.6723
Mar-18-2019,UA06,-4.069,9.6822,234.3338,5.5386,12.042,9.6727
Mar-18-2019,UA06,-4.113,9.6715,234.3058,5.5557,12.374,9.6688
Mar-18-2019,UA06,-4.154,9.6629,234.3099,5.5814,12.213,9.6654
Mar-18-2019,UA06,-4.192,9.6543,234.3417,5.6064,11.881,9.6693
Mar-18-2019,UA06,-4.22,9.649,234.5274,5.6119,12.151,9.6663
Mar-18-2019,UA06,-4.233,9.6541,234.6407,5.6777,12.395,9.6557
Mar-18-2019,UA06,-4.236,9.6746,234.523,5.9363,12.61,9.6844
Mar-18-2019,UA06,-4.237,9.6643,234.591,5.8882,12.88,9.6761
Mar-18-2019,UA06,-4.251,9.6925,234.5227,5.7054,12.586,9.7158
Mar-18-2019,UA06,-4.301,9.698,234.2944,5.738,12.887,9.7217
Mar-18-2019,UA06,-4.385,9.6962,233.9078,5.704,13.089,9.7269
Mar-18-2019,UA06,-4.487,9.6721,233.9089,5.7042,13.276,9.7283
Mar-18-2019,UA06,-4.59,9.6345,234.1174,5.7677,13.196,9.724
Mar-18-2019,UA06,-4.671,9.6043,234.1491,5.7068,12.587,9.7032
Mar-18-2019,UA06,-4.722,9.5834,234.1608,5.5743,12.299,9.6771
Mar-18-2019,UA06,-4.757,9.572,234.2687,5.4947,12.397,9.6431
Mar-18-2019,UA06,-4.805,9.5695,234.3433,5.5254,12.885,9.6038
Mar-18-2019,UA06,-4.882,9.5711,234.2771,5.6338,13.147,9.5793
Mar-18-2019,UA06,-4.984,9.5665,234.1988,5.705,13.102,9.5536
Mar-18-2019,UA06,-5.1,9.5519,234.1257,5.7566,13.215,9.536
Mar-18-2019,UA06,-5.215,9.536,234.132,5.7268,13.056,9.5317
Mar-18-2019,UA06,-5.326,9.5209,234.1541,5.6219,12.759,9.5319
Mar-18-2019,UA06,-5.433,9.5061,234.1109,5.5763,12.939,9.537
Mar-18-2019,UA06,-5.537,9.491,234.1098,5.4977,12.96,9.5414
Mar-18-2019,UA06,-5.637,9.4746,234.1259,5.4075,12.738,9.5397
Mar-18-2019,UA06,-5.736,9.4561,234.1111,5.353,13.02,9.5355
Mar-18-2019,UA06,-5.833,9.4336,234.0083,5.2845,13.262,9.5233
Mar-18-2019,UA06,-5.921,9.4101,234.0061,5.2831,13.319,9.4956
Mar-18-2019,UA06,-5.998,9.3857,234.1544,5.2548,13.607,9.4691
Mar-18-2019,UA06,-6.066,9.3609,234.2488,5.1891,13.708,9.4373
Mar-18-2019,UA06,-6.133,9.3395,234.3591,5.1046,13.615,9.3838
Mar-18-2019,UA06,-6.2,9.3183,234.4436,4.9264,14.128,9.3117
Mar-18-2019,UA06,-6.272,9.2954,234.5575,4.8061,14.485,9.2155
Mar-18-2019,UA06,-6.352,9.2755,234.6899,4.7801,14.007,9.0908
Mar-18-2019,UA06,-6.44,9.26,234.6857,4.7988,13.902,8.9561
Mar-18-2019,UA06,-6.53,9.2477,234.6813,4.8044,14.193,8.8105
Mar-18-2019,UA06,-6.619,9.2379,234.7384,4.7537,14.289,8.6582
Mar-18-2019,UA06,-6.708,9.2305,234.8917,4.7271,14.546,8.5245
Mar-18-2019,UA06,-6.802,9.2249,235.0476,4.7411,14.603,8.4087
Mar-18-2019,UA06,-6.897,9.2199,235.1415,4.8221,14.559,8.3113
Mar-18-2019,UA06,-6.993,9.2127,235.3938,4.9264,14.652,8.2384
Mar-18-2019,UA06,-7.092,9.201,235.7171,5.0289,15.343,8.1796
Mar-18-2019,UA06,-7.194,9.1886,235.8929,5.1579,16.726,8.135
Mar-18-2019,UA06,-7.289,9.1775,235.9646,5.2213,18.456,8.103
Mar-18-2019,UA06,-7.374,9.1677,236.0032,5.2261,18.816,8.0745
Mar-18-2019,UA06,-7.454,9.1609,236.0577,5.2598,18.719,8.0523
Mar-18-2019,UA06,-7.539,9.1553,236.1363,5.3859,20.651,8.0397
Mar-18-2019,UA06,-7.626,9.1506,236.2424,5.5257,21.003,8.0378
Mar-18-2019,UA06,-7.708,9.147,236.2822,5.6109,20.415,8.0348
Mar-18-2019,UA06,-7.78,9.144,236.218,5.6652,21.075,8.0359
Mar-18-2019,UA06,-7.851,9.1425,236.2099,5.6998,21.523,8.0434
Mar-18-2019,UA06,-7.927,9.1403,236.2149,5.6808,21.895,8.05
Mar-18-2019,UA06,-8.01,9.1367,236.2074,5.6393,22.716,8.0605
Mar-18-2019,UA06,-8.091,9.1332,236.2284,5.6087,23.695,8.0675
Mar-18-2019,UA06,-8.168,9.1307,236.2264,5.5936,23.487,8.0747
Mar-18-2019,UA06,-8.243,9.1297,236.3159,5.7281,23.242,8.0874
Mar-18-2019,UA06,-8.319,9.1288,236.4251,5.8001,22.997,8.0941
Mar-18-2019,UA06,-8.395,9.1276,236.3808,5.6947,23.09,8.0987
Mar-18-2019,UA06,-8.468,9.1271,236.239,5.6916,23.8,8.1004
Mar-18-2019,UA06,-8.53,9.1269,236.1942,5.7696,23.852,8.0965
Mar-18-2019,UA06,-8.581,9.1266,236.2599,5.7922,24.027,8.0948
Mar-18-2019,UA06,-8.631,9.1269,236.2883,5.839,23.504,8.0934
Mar-18-2019,UA06,-8.689,9.1268,236.3215,5.9099,23.487,8.0847
Mar-18-2019,UA06,-8.755,9.1259,236.2686,5.9397,23.851,8.0765
Mar-18-2019,UA06,-8.83,9.1254,236.2408,5.9415,23.627,8.0805
Mar-18-2019,UA06,-8.908,9.125,236.2964,5.886,23.789,8.08
Mar-18-2019,UA06,-8.99,9.1243,236.2844,5.8601,23.806,8.0806
Mar-18-2019,UA06,-9.073,9.124,236.3142,5.9086,23.42,8.0816
Mar-18-2019,UA06,-9.159,9.124,236.3122,5.8836,23.523,8.0772
Mar-18-2019,UA06,-9.24,9.1237,236.2618,5.8312,24.034,8.0763
Mar-18-2019,UA06,-9.311,9.1234,236.2259,5.8399,23.887,8.0737
Mar-18-2019,UA06,-9.372,9.1232,236.2529,5.811,23.945,8.0678
Mar-18-2019,UA06,-9.426,9.1227,236.3082,5.7945,23.698,8.0594
Mar-18-2019,UA06,-9.482,9.1224,236.2945,5.9068,23.252,8.0526
Mar-18-2019,UA06,-9.548,9.1223,236.3227,6.064,23.84,8.0474
Mar-18-2019,UA06,-9.624,9.1223,236.3211,6.1276,24.144,8.0502
Mar-18-2019,UA06,-9.705,9.1223,236.3052,6.1518,24.012,8.0505
Mar-18-2019,UA06,-9.786,9.1221,236.3333,6.2066,24.283,8.0465
Mar-18-2019,UA06,-9.865,9.1223,236.3323,6.1753,24.243,8.0496
Mar-18-2019,UA06,-9.945,9.1223,236.3131,6.1018,24.079,8.0506
Mar-18-2019,UA06,-10.03,9.122,236.2925,6.0731,24.643,8.0552
Mar-18-2019,UA06,-10.121,9.1218,236.3253,6.043,24.48,8.0594
Mar-18-2019,UA06,-10.217,9.122,236.3202,6.0463,24.166,8.0592
Mar-18-2019,UA06,-10.311,9.1219,236.3058,6.211,25.339,8.0639
Mar-18-2019,UA06,-10.398,9.1216,236.2797,6.3649,25.404,8.0726
Mar-18-2019,UA06,-10.465,9.1219,236.226,6.2169,24.61,8.082
Mar-18-2019,UA06,-10.504,9.1216,236.2612,5.9361,24.09,8.0883
Mar-18-2019,UA06,-10.519,9.1218,236.2913,5.7577,23.897,8.0916
Mar-18-2019,UA06,-10.527,9.1224,236.3212,5.753,24.415,8.0939
Mar-18-2019,UA06,-10.535,9.1234,236.346,5.8827,24.792,8.0998
Mar-18-2019,UA06,-10.545,9.1242,236.339,5.9132,25.078,8.1013
Mar-18-2019,UA06,-10.555,9.125,236.317,5.7975,24.281,8.0989
Mar-18-2019,UA06,-10.565,9.1261,236.2683,5.6789,23.265,8.1004
Mar-18-2019,UA06,-10.575,9.1263,236.241,5.5797,24.1,8.0985
Mar-18-2019,UA06,-10.586,9.126,236.2608,5.6186,24.085,8.0973
Mar-18-2019,UA06,-10.597,9.1258,236.3026,5.7516,24.256,8.0935
Mar-18-2019,UA06,-10.61,9.1261,236.2924,5.7933,24.938,8.0846
Mar-18-2019,UA06,-10.624,9.1264,236.3327,5.8226,24.755,8.0719
Mar-18-2019,UA06,-10.64,9.1267,236.3178,5.848,25.515,8.0594
Mar-18-2019,UA06,-10.658,9.1272,236.2377,5.7891,24.887,8.051
Mar-18-2019,UA06,-10.678,9.1273,236.3037,5.6727,24.523,8.0386
Mar-18-2019,UA06,-10.696,9.1268,236.2615,5.64,24.835,8.0314
Mar-18-2019,UA06,-10.709,9.1264,236.2253,5.7347,24.725,8.0276
Mar-18-2019,UA06,-10.718,9.1263,236.3211,5.8458,24.633,8.0256
Mar-18-2019,UA06,-10.725,9.1265,236.383,5.9365,24.871,8.0284
Mar-18-2019,UA06,-10.733,9.1271,236.3714,6.014,26.252,8.0289
Mar-18-2019,UA06,-10.739,9.1277,236.3041,6.0741,27.305,8.0269
Mar-18-2019,UA06,-10.742,9.129,236.3554,6.0904,27.239,8.0286
Mar-18-2019,UA06,-10.743,9.1298,236.2674,5.9408,26.696,8.0634
Mar-18-2019,UA06,-10.744,9.1271,236.2341,5.7903,26.446,8.0852
Mar-18-2019,UA06,-10.745,9.1247,236.259,5.828,26.015,8.0388
Mar-18-2019,UA06,-10.746,9.1249,236.2169,5.8661,24.297,7.9909
Mar-18-2019,UA06,-10.747,9.1283,236.3698,6.5444,24.018,8.017
Mar-18-2019,UA07,-0.519,12.8348,223.0741,4.5806,8.077,11.4579
Mar-18-2019,UA07,-0.565,12.8173,223.0926,4.802,8.867,11.4721
Mar-18-2019,UA07,-0.62,12.7858,223.2022,5.1105,8.737,11.4666
Mar-18-2019,UA07,-0.672,12.753,223.287,5.3371,8.67,11.441
Mar-18-2019,UA07,-0.724,12.7203,223.2354,5.4905,8.694,11.391
Mar-18-2019,UA07,-0.786,12.7333,223.2378,5.6678,8.89,11.3244
Mar-18-2019,UA07,-0.863,12.7792,223.1777,5.8395,9.132,11.2442
Mar-18-2019,UA07,-0.945,12.8082,222.9124,5.9302,8.887,11.1617
Mar-18-2019,UA07,-1.026,12.8304,222.666,5.9399,8.826,11.1121
Mar-18-2019,UA07,-1.098,12.828,222.3985,5.8983,8.764,11.0658
Mar-18-2019,UA07,-1.161,12.7881,222.2489,5.8353,8.828,10.998
Mar-18-2019,UA07,-1.217,12.7305,222.4924,5.7941,8.508,10.9257
Mar-18-2019,UA07,-1.265,12.6931,222.6901,5.786,8.531,10.8395
Mar-18-2019,UA07,-1.316,12.6726,222.8419,5.7952,8.617,10.7386
Mar-18-2019,UA07,-1.39,12.6858,223.1214,5.8402,8.551,10.6234
Mar-18-2019,UA07,-1.492,12.6579,223.5936,5.9329,8.932,10.4952
Mar-18-2019,UA07,-1.606,12.4675,224.7273,6.0142,8.934,10.3673
Mar-18-2019,UA07,-1.71,12.232,226.305,6.0226,8.776,10.258
Mar-18-2019,UA07,-1.799,11.9947,227.7435,5.9406,8.865,10.1597
Mar-18-2019,UA07,-1.874,11.7765,228.6707,5.8719,9.084,10.0633
Mar-18-2019,UA07,-1.935,11.6059,229.4735,5.8888,8.864,9.9817
Mar-18-2019,UA07,-1.986,11.4675,230.1673,5.9202,9.271,9.9073
Mar-18-2019,UA07,-2.04,11.4027,230.1779,5.9018,9.592,9.8398
Mar-18-2019,UA07,-2.102,11.3464,229.9428,5.8984,9.126,9.7871
Mar-18-2019,UA07,-2.169,11.2053,230.2927,5.9804,9.334,9.7349
Mar-18-2019,UA07,-2.241,10.9798,231.3154,6.0885,9.7,9.6836
Mar-18-2019,UA07,-2.317,10.7481,232.2273,6.19,9.93,9.6348
Mar-18-2019,UA07,-2.39,10.5366,233.0859,6.2551,9.955,9.5864
Mar-18-2019,UA07,-2.459,10.3397,234.13,6.2978,9.781,9.5415
Mar-18-2019,UA07,-2.521,10.175,234.9578,6.3737,9.994,9.5037
Mar-18-2019,UA07,-2.577,10.0437,235.683,6.4359,10.269,9.4742
