Date,Site,Depth (m),Temp (degC),SpeCond(uS/cm),Chla (ug/L),Turb (FTU),DO (mg/L)
Jun-09-2019,UA01,-6.979,19.6161,263.9436,5.6108,4.389,5.8254
Jun-09-2019,UA01,-7.098,19.5128,262.103,5.487,7.369,5.6806
Jun-09-2019,UA01,-7.216,19.4119,261.4852,5.3124,7.019,5.537
Jun-09-2019,UA01,-7.322,19.3332,261.0914,5.112,5.406,5.4077
Jun-09-2019,UA01,-7.417,19.2716,261.1402,5.007,4.294,5.3027
Jun-09-2019,UA01,-7.513,19.2321,260.5023,5.115,5.354,5.2246
Jun-09-2019,UA01,-7.616,19.1978,258.764,5.2898,5.368,5.1748
Jun-09-2019,UA01,-7.727,19.1113,258.3517,5.3613,4.255,5.1497
Jun-09-2019,UA01,-7.843,19.0071,258.685,5.334,5.374,5.1384
Jun-09-2019,UA01,-7.964,18.9187,259.3525,5.2312,4.891,5.1375
Jun-09-2019,UA01,-8.089,18.8374,260.4263,5.1448,4.703,5.1468
Jun-09-2019,UA01,-8.218,18.7731,261.1157,5.0893,6.068,5.1596
Jun-09-2019,UA01,-8.343,18.7271,261.4625,5.113,6.633,5.1763
Jun-09-2019,UA01,-8.461,18.6974,261.658,5.1697,7.871,5.2016
Jun-09-2019,UA01,-8.573,18.6805,261.8424,5.1188,10.199,5.2319
Jun-09-2019,UA01,-8.679,18.6719,262.0082,5.1433,9.173,5.2609
Jun-09-2019,UA01,-8.773,18.6664,262.1488,5.1444,7.112,5.2904
Jun-09-2019,UA01,-8.84,18.6623,262.172,5.0066,7.308,5.3205
Jun-09-2019,UA01,-8.873,18.6596,262.1321,4.9265,7.19,5.3427
Jun-09-2019,UA01,-8.883,18.6573,262.1542,4.9533,7.118,5.3602
Jun-09-2019,UA01,-8.885,18.6572,262.1619,4.8963,6.813,5.376
Jun-09-2019,UA01,-8.886,18.6605,262.0813,4.8418,6.108,5.385
Jun-09-2019,UA01,-8.888,18.6657,262.0785,5.0885,5.914,5.4022
Jun-09-2019,UA01,-8.89,18.6735,262.1558,5.4561,5.92,5.4277
Jun-09-2019,UA01,-8.891,18.6842,262.1106,5.7479,6.173,5.4604
Jun-09-2019,UA06,-0.536,23.1957,259.8004,2.9963,3.006,8.3649
Jun-09-2019,UA06,-0.551,22.4368,256.6378,3.1074,2.65,9.3248
Jun-09-2019,UA06,-0.554,22.9327,260.1793,2.9041,2.261,8.4346
Jun-09-2019,UA06,-0.603,23.0123,261.0292,2.9601,2.59,8.3356
Jun-09-2019,UA06,-0.613,22.8108,262.0202,2.9288,2.439,8.3651
Jun-09-2019,UA06,-0.622,22.326,257.0668,3.1275,2.373,9.3328
Jun-09-2019,UA06,-0.629,22.8143,262.1626,2.9717,2.531,8.3249
Jun-09-2019,UA06,-0.699,22.248,257.3075,3.1359,2.3,9.3399
Jun-09-2019,UA06,-0.78,22.1885,257.4771,3.1823,2.358,9.3426
Jun-09-2019,UA06,-0.863,22.1437,257.468,3.2259,2.479,9.3393
Jun-09-2019,UA06,-0.944,22.1044,257.4288,3.2077,2.507,9.3349
Jun-09-2019,UA06,-1.028,22.0662,257.4609,3.2159,2.532,9.3276
Jun-09-2019,UA06,-1.115,22.0314,257.4634,3.2364,2.455,9.3066
Jun-09-2019,UA06,-1.196,21.9977,257.4679,3.2443,2.409,9.276
Jun-09-2019,UA06,-1.272,21.9615,257.5606,3.268,2.621,9.2397
Jun-09-2019,UA06,-1.343,21.9268,257.6744,3.2772,2.97,9.1858
Jun-09-2019,UA06,-1.421,21.9006,257.6967,3.3546,2.513,9.118
Jun-09-2019,UA06,-1.512,21.8801,257.6629,3.4819,2.51,9.0405
Jun-09-2019,UA06,-1.606,21.8594,257.6073,3.4997,3.332,8.9568
Jun-09-2019,UA06,-1.698,21.839,257.6191,3.4762,3.024,8.886
Jun-09-2019,UA06,-1.793,21.817,257.6303,3.4839,2.529,8.8196
Jun-09-2019,UA06,-1.895,21.7953,257.5714,3.4713,2.376,8.7383
Jun-09-2019,UA06,-2.005,21.7756,257.6781,3.4573,2.452,8.6569
Jun-09-2019,UA06,-2.113,21.7577,257.7339,3.4552,2.405,8.5865
Jun-09-2019,UA06,-2.216,21.7367,257.5304,3.4703,2.393,8.5344
Jun-09-2019,UA06,-2.317,21.7138,257.1703,3.4763,2.62,8.4918
Jun-09-2019,UA06,-2.424,21.6713,256.7196,3.4828,2.713,8.4623
Jun-09-2019,UA06,-2.54,21.579,256.4349,3.5935,2.65,8.44
Jun-09-2019,UA06,-2.663,21.4581,256.5694,3.6986,2.557,8.4063
Jun-09-2019,UA06,-2.786,21.3386,257.0282,3.7165,2.475,8.3839
Jun-09-2019,UA06,-2.904,21.2444,257.0571,3.7739,2.388,8.3705
Jun-09-2019,UA06,-3.022,21.1707,256.6619,3.8314,2.493,8.351
Jun-09-2019,UA06,-3.145,21.0783,256.7329,3.9162,2.298,8.33
Jun-09-2019,UA06,-3.265,20.9787,257.1579,4.0496,2.825,8.3052
Jun-09-2019,UA06,-3.377,20.9103,257.461,4.1072,3.363,8.2771
Jun-09-2019,UA06,-3.479,20.8746,257.3124,4.1305,2.625,8.2478
Jun-09-2019,UA06,-3.577,20.836,257.0003,4.1589,2.266,8.2184
Jun-09-2019,UA06,-3.678,20.7751,257.1149,4.1304,2.503,8.1939
Jun-09-2019,UA06,-3.782,20.7187,257.2081,4.0891,3.055,8.1703
Jun-09-2019,UA06,-3.889,20.6701,257.1913,4.0849,2.505,8.1472
Jun-09-2019,UA06,-3.996,20.6215,257.2285,4.1486,2.525,8.1308
Jun-09-2019,UA06,-4.095,20.5779,257.2315,4.201,3.505,8.1202
Jun-09-2019,UA06,-4.188,20.5337,257.2817,4.1684,2.784,8.1022
Jun-09-2019,UA06,-4.283,20.4896,257.3867,4.259,2.475,8.085
Jun-09-2019,UA06,-4.385,20.4487,257.5448,4.4467,2.719,8.057
Jun-09-2019,UA06,-4.492,20.4113,257.6232,4.6994,2.432,8.0068
Jun-09-2019,UA06,-4.599,20.3786,257.6897,5.0181,2.521,7.9489
Jun-09-2019,UA06,-4.708,20.3531,257.7573,5.1981,2.867,7.874
Jun-09-2019,UA06,-4.819,20.3341,257.7083,5.2675,2.673,7.7761
Jun-09-2019,UA06,-4.933,20.3154,257.6683,5.2372,2.363,7.6656
Jun-09-2019,UA06,-5.047,20.2913,257.5946,5.1688,3.082,7.5471
Jun-09-2019,UA06,-5.157,20.2563,257.4331,5.1155,3.601,7.4187
Jun-09-2019,UA06,-5.265,20.1989,257.3447,4.9797,2.687,7.3
Jun-09-2019,UA06,-5.372,20.129,257.4043,4.8866,2.312,7.1902
Jun-09-2019,UA06,-5.484,20.0575,257.5574,4.9784,2.742,7.0942
Jun-09-2019,UA06,-5.601,19.9796,257.6071,5.1295,2.683,7.0181
Jun-09-2019,UA06,-5.723,19.8973,257.584,5.3715,2.487,6.9506
Jun-09-2019,UA06,-5.847,19.8116,257.6405,5.6197,2.56,6.8903
Jun-09-2019,UA06,-5.973,19.7426,257.5492,5.9423,2.767,6.8307
Jun-09-2019,UA06,-6.097,19.6805,257.6258,6.4757,2.976,6.7623
Jun-09-2019,UA06,-6.217,19.6074,258.0106,6.7563,2.682,6.6716
Jun-09-2019,UA06,-6.335,19.5464,258.2419,6.6511,2.565,6.5677
Jun-09-2019,UA06,-6.453,19.502,258.4893,6.408,2.669,6.4606
Jun-09-2019,UA06,-6.57,19.4605,258.6289,6.3373,2.613,6.3556
Jun-09-2019,UA06,-6.686,19.4191,258.5391,6.3498,2.677,6.2653
Jun-09-2019,UA06,-6.798,19.3798,258.4454,6.2882,2.628,6.1841
Jun-09-2019,UA06,-6.906,19.3407,258.4022,6.1566,2.598,6.1202
Jun-09-2019,UA06,-7.003,19.3053,258.3714,5.9842,2.712,6.0812
Jun-09-2019,UA06,-7.09,19.2733,258.1861,6.0496,2.951,6.0549
Jun-09-2019,UA06,-7.166,19.2395,257.9622,6.1195,2.748,6.0422
Jun-09-2019,UA06,-7.236,19.1873,258.0013,6.1098,2.751,6.0386
Jun-09-2019,UA06,-7.314,19.1293,258.0649,6.3072,2.938,6.0345
Jun-09-2019,UA06,-7.401,19.0815,258.0111,6.3041,2.827,6.0342
Jun-09-2019,UA06,-7.491,19.0182,258.2959,5.9879,2.863,6.0372
Jun-09-2019,UA06,-7.585,18.9536,258.7483,5.7356,2.851,6.0347
Jun-09-2019,UA06,-7.69,18.9114,259.0675,5.5822,2.997,6.023
Jun-09-2019,UA06,-7.8,18.8786,259.2631,5.583,3.078,6.0051
Jun-09-2019,UA06,-7.906,18.8523,259.3999,5.6537,3.038,5.9725
Jun-09-2019,UA06,-7.999,18.8346,259.5679,5.7378,3.174,5.931
Jun-09-2019,UA06,-8.072,18.8217,259.6569,5.7772,3.184,5.8923
Jun-09-2019,UA06,-8.13,18.8118,259.7189,5.6019,3.076,5.8556
Jun-09-2019,UA06,-8.191,18.8053,259.7246,5.5919,3.155,5.8278
Jun-09-2019,UA06,-8.259,18.8022,259.7511,5.7333,3.118,5.8101
Jun-09-2019,UA06,-8.317,18.7932,259.8232,5.5587,3.086,5.8046
Jun-09-2019,UA06,-8.365,18.7816,259.8081,5.2347,3.27,5.8081
Jun-09-2019,UA06,-8.426,18.778,259.8846,5.0882,3.202,5.8139
Jun-09-2019,UA06,-8.507,18.7748,260.021,5.1008,3.145,5.818
Jun-09-2019,UA06,-8.604,18.7621,260.0734,5.043,3.223,5.8128
Jun-09-2019,UA06,-8.703,18.7442,260.078,5.077,3.452,5.8033
Jun-09-2019,UA06,-8.796,18.7286,260.1356,5.1504,3.615,5.7909
Jun-09-2019,UA06,-8.872,18.718,260.2906,5.0615,3.593,5.7766
Jun-09-2019,UA06,-8.92,18.7105,260.4135,5.1363,3.538,5.76
Jun-09-2019,UA06,-8.945,18.7068,260.3976,5.31,3.413,5.7428
Jun-09-2019,UA06,-8.959,18.7098,260.3922,5.4619,3.232,5.7357
Jun-09-2019,UA06,-8.979,18.7144,260.4267,5.6378,3.276,5.7327
Jun-09-2019,UA06,-9.019,18.7183,260.378,5.72,3.495,5.7349
Jun-09-2019,UA06,-9.092,18.7217,260.3033,5.7081,3.705,5.7434
Jun-09-2019,UA06,-9.193,18.7184,260.259,5.4346,3.94,5.7535
Jun-09-2019,UA06,-9.308,18.708,260.3042,5.0802,3.9,5.7654
Jun-09-2019,UA06,-9.424,18.6984,260.3841,4.9108,3.86,5.7798
Jun-09-2019,UA06,-9.54,18.6925,260.4157,4.8807,3.838,5.7889
Jun-09-2019,UA06,-9.654,18.6888,260.3819,5.012,3.959,5.7909
Jun-09-2019,UA06,-9.763,18.6865,260.4188,5.1412,4.138,5.7909
Jun-09-2019,UA06,-9.863,18.6846,260.5119,5.1537,4.02,5.7851
Jun-09-2019,UA06,-9.939,18.6811,260.5358,5.0357,4.004,5.7743
Jun-09-2019,UA06,-9.981,18.678,260.5802,4.9907,3.844,5.765
Jun-09-2019,UA06,-10,18.6763,260.6003,5.0588,3.858,5.761
Jun-09-2019,UA06,-10.013,18.676,260.5674,5.0695,4.05,5.7582
Jun-09-2019,UA06,-10.024,18.6797,260.5401,5.0629,3.881,5.7636
Jun-09-2019,UA06,-10.038,18.6861,260.4915,5.0071,3.961,5.7733
Jun-09-2019,UA06,-10.053,18.6925,260.4482,4.9689,4.099,5.7819
Jun-09-2019,UA06,-10.071,18.6956,260.4909,5.0984,3.949,5.7946
Jun-09-2019,UA06,-10.086,18.6943,260.514,5.2707,3.924,5.8018
Jun-09-2019,UA06,-10.092,18.693,260.455,5.1998,4.005,5.8029
Jun-09-2019,UA07,-0.567,23.6903,252.7765,3.0513,3.069,9.5042
Jun-09-2019,UA07,-0.662,23.2321,253.3874,3.0765,3.234,9.5263
Jun-09-2019,UA07,-0.746,22.7585,255.077,3.158,3.066,9.5453
Jun-09-2019,UA07,-0.823,22.4185,256.0036,3.3313,3.166,9.5565
Jun-09-2019,UA07,-0.899,22.1692,256.6461,3.5197,3.375,9.5681
Jun-09-2019,UA07,-0.981,21.9827,256.9646,3.6329,3.322,9.5801
Jun-09-2019,UA07,-1.073,21.8253,257.338,3.737,3.256,9.5811
Jun-09-2019,UA07,-1.173,21.6897,257.799,3.8961,3.187,9.5636
Jun-09-2019,UA07,-1.276,21.5854,258.2047,3.9324,3.123,9.5309
Jun-09-2019,UA07,-1.373,21.5112,258.5042,3.8676,3.168,9.4908
Jun-09-2019,UA07,-1.449,21.4532,258.7792,3.9019,3.125,9.4503
Jun-09-2019,UA07,-1.502,21.405,258.9315,4.0955,3.294,9.4104
Jun-09-2019,UA07,-1.543,21.3706,259.0266,4.2332,3.467,9.3664
Jun-09-2019,UA07,-1.592,21.3541,259.1014,4.2198,3.472,9.3318
Jun-09-2019,UA07,-1.659,21.3486,259.0056,4.2433,3.543,9.3087
Jun-09-2019,UA07,-1.744,21.3295,258.7916,4.3068,3.39,9.2735
Jun-09-2019,UA07,-1.847,21.2773,258.8378,4.4656,3.507,9.2255
Jun-09-2019,UA07,-1.961,21.212,259.0102,4.7026,3.74,9.1637
Jun-09-2019,UA07,-2.075,21.1515,259.0447,4.8788,3.698,9.0776
Jun-09-2019,UA07,-2.183,21.0928,258.9745,4.9739,3.701,8.9705
Jun-09-2019,UA07,-2.285,21.0302,258.6105,5.0187,3.665,8.8587
Jun-09-2019,UA07,-2.381,20.9519,258.2602,5.3217,3.741,8.7506
Jun-09-2019,UA07,-2.47,20.8597,258.2654,5.7226,3.839,8.6393
Jun-09-2019,UA07,-2.552,20.7783,258.5294,5.8969,3.825,8.5088
Jun-09-2019,UA07,-2.635,20.7226,258.6092,6.0283,3.848,8.3393
Jun-09-2019,UA07,-2.726,20.6819,258.3388,6.1588,3.852,8.1164
Jun-09-2019,UA07,-2.827,20.6426,258.1784,6.3713,3.705,7.8588
Jun-09-2019,UA07,-2.933,20.5985,257.9886,6.5518,3.637,7.5974
Jun-09-2019,UA07,-3.038,20.5559,257.4742,6.572,3.57,7.3458
Jun-09-2019,UA07,-3.135,20.4873,257.1394,6.5812,3.54,7.1203
Jun-09-2019,UA07,-3.225,20.3789,257.4568,6.8596,3.625,6.9243
Jun-09-2019,UA07,-3.311,20.2771,258.0015,7.2431,3.424,6.7472
Jun-09-2019,UA07,-3.396,20.2059,258.2846,7.244,3.325,6.5701
Jun-09-2019,UA07,-3.482,20.1698,258.1937,7.0507,3.497,6.4016
Jun-09-2019,UA07,-3.569,20.1394,258.1081,6.8559,3.354,6.264
Jun-09-2019,UA07,-3.657,20.0779,258.6302,6.6788,3.197,6.1537
Jun-09-2019,UA07,-3.748,19.9898,259.5127,6.5797,3.252,6.0749
Jun-09-2019,UA07,-3.846,19.8966,259.8982,6.554,3.111,6.0313
Jun-09-2019,UA07,-3.949,19.8103,259.5719,6.5211,3.015,6.0195
Jun-09-2019,UA07,-4.052,19.729,259.3306,6.3584,2.97,6.0313
Jun-09-2019,UA07,-4.153,19.655,259.6205,6.1842,2.958,6.0508
Jun-09-2019,UA07,-4.25,19.5953,260.3371,6.1397,3.138,6.0656
Jun-09-2019,UA07,-4.347,19.5479,261.5562,6.0439,2.908,6.055
Jun-09-2019,UA07,-4.445,19.5074,262.4879,5.8407,2.939,6.0238
Jun-09-2019,UA07,-4.548,19.4796,262.2998,5.9538,3.162,5.9819
Jun-09-2019,UA07,-4.653,19.4525,261.6958,6.1929,3.217,5.9234
Jun-09-2019,UA07,-4.756,19.4139,261.3387,6.1393,3.283,5.8631
Jun-09-2019,UA07,-4.854,19.3709,261.1275,6.0361,3.173,5.8019
Jun-09-2019,UA07,-4.951,19.33,261.02,5.9468,3.242,5.744
Jun-09-2019,UA07,-5.048,19.2909,260.8078,5.8435,3.192,5.6955
Jun-09-2019,UA07,-5.147,19.2498,260.5063,5.6087,3.079,5.644
Jun-09-2019,UA07,-5.248,19.1954,260.5868,5.3458,3.183,5.5905
Jun-09-2019,UA07,-5.354,19.1275,260.9492,5.2819,3.21,5.5358
Jun-09-2019,UA07,-5.463,19.0677,261.1761,5.1366,3.208,5.4704
Jun-09-2019,UA07,-5.575,19.0252,261.3496,4.9806,3.425,5.3935
Jun-09-2019,UA07,-5.687,18.995,261.5295,4.8107,3.414,5.2981
Jun-09-2019,UA07,-5.792,18.9684,261.5246,4.6069,3.473,5.1909
Jun-09-2019,UA07,-5.889,18.9368,261.4463,4.6355,3.633,5.0873
Jun-09-2019,UA07,-5.983,18.9006,261.5054,4.8136,3.692,4.9898
Jun-09-2019,UA07,-6.082,18.8678,261.7121,5.2077,3.925,4.9176
Jun-09-2019,UA07,-6.188,18.843,261.8737,5.8489,4.142,4.8737
Jun-09-2019,UA07,-6.294,18.8222,261.9139,6.1536,4.192,4.8648
Jun-09-2019,UA07,-6.393,18.8026,261.9687,5.8598,4.592,4.8859
Jun-09-2019,UA07,-6.488,18.7858,262.0931,5.6608,5.15,4.9307
Jun-09-2019,UA07,-6.586,18.7727,262.2659,5.7032,4.92,4.9892
Jun-09-2019,UA07,-6.688,18.7574,262.3034,5.6572,5.015,5.0354
Jun-09-2019,UA07,-6.785,18.7362,262.2659,5.5803,5.308,5.0779
Jun-09-2019,UA07,-6.863,18.714,262.4464,5.5598,5.111,5.1168
Jun-09-2019,UA07,-6.911,18.6958,262.632,5.5622,5.283,5.1517
Jun-09-2019,UA07,-6.934,18.681,262.6826,5.5372,5.288,5.187
Jun-09-2019,UA07,-6.945,18.6724,262.7293,5.6354,4.957,5.2321
Jun-09-2019,UA07,-6.954,18.6718,262.8075,5.8053,4.834,5.285
Jun-09-2019,UA07,-6.962,18.6791,262.8421,5.6705,4.745,5.3473
Jun-09-2019,UA07,-6.965,18.6944,262.7589,5.2468,4.573,5.4292
Jun-09-2019,UA08,-0.561,23.0856,259.9534,3.9717,4.093,9.5668
Jun-09-2019,UA08,-0.622,23.0078,260.2338,4.0334,4.097,9.7824
Jun-09-2019,UA08,-0.682,22.9488,260.3674,4.053,3.959,9.9861
Jun-09-2019,UA08,-0.743,22.9058,260.4418,4.0305,3.834,10.1489
Jun-09-2019,UA08,-0.803,22.8644,260.5946,3.9954,4.081,10.2457
Jun-09-2019,UA08,-0.847,22.8328,260.7103,3.928,4.345,10.2751
Jun-09-2019,UA08,-0.878,22.8297,260.3838,3.9028,4.154,10.2318
Jun-09-2019,UA08,-0.909,22.8397,259.9999,3.9167,4.071,10.1268
Jun-09-2019,UA08,-0.952,22.7984,260.0433,3.8825,3.816,10.0141
Jun-09-2019,UA08,-1.01,22.743,259.6415,3.7838,3.435,9.9024
Jun-09-2019,UA08,-1.076,22.6631,259.4017,3.7857,3.336,9.8124
Jun-09-2019,UA08,-1.142,22.5309,259.364,3.9037,3.27,9.7547
Jun-09-2019,UA08,-1.208,22.4119,258.4353,4.0414,3.301,9.6961
Jun-09-2019,UA08,-1.283,22.2812,257.8113,4.1547,3.29,9.6408
Jun-09-2019,UA08,-1.373,22.1392,257.6773,4.1481,3.048,9.5751
Jun-09-2019,UA08,-1.468,22.0157,257.9294,4.1148,3.085,9.499
Jun-09-2019,UA08,-1.555,21.9305,257.9911,4.1771,3.416,9.4192
Jun-09-2019,UA08,-1.63,21.8666,257.4185,4.2494,3.383,9.3258
Jun-09-2019,UA08,-1.7,21.783,257.0331,4.2877,3.469,9.2274
Jun-09-2019,UA08,-1.772,21.6894,256.8402,4.3455,3.437,9.126
Jun-09-2019,UA08,-1.848,21.6041,256.9216,4.3851,3.503,9.0286
Jun-09-2019,UA08,-1.929,21.5373,256.9127,4.5287,3.819,8.9289
Jun-09-2019,UA08,-2.024,21.4798,256.8126,4.787,4.154,8.7965
Jun-09-2019,UA08,-2.13,21.4282,256.8042,5.0126,4.182,8.6276
Jun-09-2019,UA08,-2.238,21.3747,256.607,5.2337,3.903,8.4423
Jun-09-2019,UA08,-2.336,21.3074,256.4699,5.4201,3.725,8.243
Jun-09-2019,UA08,-2.419,21.2249,256.3681,5.4794,3.633,8.0427
Jun-09-2019,UA08,-2.492,21.116,256.3707,5.514,4.145,7.8595
Jun-09-2019,UA08,-2.572,20.9874,256.75,5.6673,3.408,7.69
Jun-09-2019,UA08,-2.662,20.8784,257.1164,5.9404,3.165,7.5449
Jun-09-2019,UA08,-2.759,20.8028,257.2613,6.1696,3.531,7.4264
Jun-09-2019,UA08,-2.851,20.7326,257.3188,6.1712,3.341,7.3091
Jun-09-2019,UA08,-2.933,20.6549,257.6673,5.9897,3.653,7.1781
Jun-09-2019,UA08,-3.011,20.5433,258.443,5.8232,3.425,7.0438
Jun-09-2019,UA08,-3.097,20.4193,258.9634,5.8945,3.287,6.9098
Jun-09-2019,UA08,-3.185,20.3339,259.184,6.1388,3.033,6.7801
Jun-09-2019,UA08,-3.266,20.2605,259.4003,6.2704,3.203,6.6744
Jun-09-2019,UA08,-3.334,20.1884,259.6138,6.1575,3.405,6.6
Jun-09-2019,UA08,-3.393,20.1281,259.893,5.9704,3.067,6.5553
Jun-09-2019,UA08,-3.45,20.0812,260.0495,6.0807,3.128,6.54
Jun-09-2019,UA08,-3.515,20.0447,260.0691,6.4376,3.153,6.5477
Jun-09-2019,UA08,-3.594,20.0116,259.9633,6.7561,3.226,6.5676
Jun-09-2019,UA08,-3.685,19.9507,259.7558,7.0045,3.124,6.595
Jun-09-2019,UA08,-3.775,19.8239,259.6763,7.1148,2.892,6.6227
Jun-09-2019,UA08,-3.858,19.6783,259.4384,7.0098,2.876,6.6424
Jun-09-2019,UA08,-3.934,19.558,259.2614,6.9044,2.808,6.6383
Jun-09-2019,UA08,-4.011,19.4637,259.4353,6.7782,2.731,6.6197
Jun-09-2019,UA08,-4.093,19.4013,259.6868,6.3547,2.652,6.5838
Jun-09-2019,UA08,-4.183,19.3654,259.9069,6.0372,2.779,6.4973
Jun-09-2019,UA08,-4.273,19.3443,259.9482,6.1723,2.802,6.3661
Jun-09-2019,UA08,-4.359,19.3291,259.9073,6.5603,2.593,6.1891
Jun-09-2019,UA08,-4.447,19.3164,259.9237,6.7943,2.687,5.9737
Jun-09-2019,UA08,-4.542,19.3062,259.8775,6.6509,2.631,5.7543
Jun-09-2019,UA08,-4.644,19.2955,259.7982,6.3284,3.011,5.5414
Jun-09-2019,UA08,-4.744,19.2801,259.8245,6.1388,3.435,5.3378
Jun-09-2019,UA08,-4.831,19.2619,259.9001,5.9876,2.815,5.1606
Jun-09-2019,UA08,-4.912,19.2329,260.0298,5.6586,2.603,5.0205
Jun-09-2019,UA08,-4.994,19.2047,259.9457,5.5626,2.988,4.9144
Jun-09-2019,UA08,-5.078,19.1858,259.7147,5.9765,3.165,4.8491
Jun-09-2019,UA08,-5.163,19.1361,260.1597,6.2825,3.039,4.8173
Jun-09-2019,UA08,-5.245,19.0445,261.1645,6.1986,3.016,4.7978
Jun-09-2019,UA08,-5.331,18.949,261.9756,6.0639,3.147,4.7935
Jun-09-2019,UA08,-5.422,18.8714,262.5501,5.7998,3.221,4.8047
Jun-09-2019,UA08,-5.519,18.811,263.0081,5.6583,3.328,4.8261
Jun-09-2019,UA08,-5.62,18.7708,262.8854,5.7233,3.383,4.8538
Jun-09-2019,UA08,-5.722,18.7469,262.3564,5.6729,3.479,4.8852
Jun-09-2019,UA08,-5.824,18.7259,262.1797,5.7325,3.492,4.9204
Jun-09-2019,UA08,-5.924,18.7075,262.0812,5.9598,3.687,4.9524
Jun-09-2019,UA08,-6.02,18.6946,261.8965,6.0922,3.832,4.9831
Jun-09-2019,UA08,-6.114,18.6856,261.9207,6.1131,3.958,5.009
Jun-09-2019,UA08,-6.21,18.6811,261.8906,6.2523,4.256,5.0279
Jun-09-2019,UA08,-6.305,18.678,261.6756,6.4159,4.268,5.0427
Jun-09-2019,UA08,-6.394,18.6736,261.5707,6.1437,4.207,5.0566
Jun-09-2019,UA08,-6.473,18.6704,261.6323,5.7684,4.264,5.0764
Jun-09-2019,UA08,-6.553,18.6686,261.5669,5.8199,4.194,5.1024
Jun-09-2019,UA08,-6.641,18.6676,261.1508,5.9606,4.139,5.138
Jun-09-2019,UA08,-6.742,18.6658,260.8006,5.8698,4.561,5.1812
Jun-09-2019,UA08,-6.851,18.6623,260.7126,5.6092,4.884,5.2233
Jun-09-2019,UA08,-6.96,18.6593,260.6161,5.2265,4.913,5.2555
Jun-09-2019,UA08,-7.059,18.6577,260.6887,4.9486,4.804,5.2732
Jun-09-2019,UA08,-7.15,18.6575,260.829,5.0902,4.837,5.2783
Jun-09-2019,UA08,-7.232,18.6574,260.7091,5.4066,4.942,5.2713
Jun-09-2019,UA08,-7.308,18.6566,260.61,5.4334,4.791,5.2497
Jun-09-2019,UA08,-7.385,18.656,260.4318,5.4147,5.029,5.222
Jun-09-2019,UA08,-7.456,18.6557,259.7954,5.4221,4.997,5.1993
Jun-09-2019,UA08,-7.509,18.651,259.2772,5.3792,4.65,5.1778
Jun-09-2019,UA08,-7.536,18.6393,259.2608,5.3894,4.597,5.1587
Jun-09-2019,UA08,-7.547,18.6287,259.494,5.2283,4.603,5.1403
Jun-09-2019,UA08,-7.555,18.6255,259.915,5.0489,4.783,5.1233
Jun-09-2019,UA08,-7.564,18.6293,260.224,5.0013,4.961,5.11
Jun-09-2019,UA08,-7.573,18.6387,260.1948,4.9918,4.985,5.0974
Jun-09-2019,UA08,-7.575,18.6555,260.2784,5.7307,4.415,5.0672
Jun-09-2019,UA08,-7.576,18.6603,260.3198,5.6885,4.473,5.0582
Jun-09-2019,UA08,-7.58,18.6526,260.1819,5.6946,4.449,5.0721
Jun-09-2019,UA08,-7.581,18.647,260.0868,5.1688,4.893,5.0871
Jun-09-2019,UA08,-7.583,18.6508,260.0627,5.5061,4.654,5.0773
Jun-09-2019,UA08,-7.586,18.6624,260.3885,5.5219,4.661,5.0452
Jun-09-2019,UA08,-7.59,18.6636,260.298,5.6367,4.793,5.0458
Jun-11-2019,UA07,-0.57,22.8931,260.3459,2.7878,2.266,9.6004
Jun-11-2019,UA07,-0.658,22.8513,260.2911,2.7914,2.154,9.5784
Jun-11-2019,UA07,-0.756,22.8034,260.4034,2.8196,1.974,9.5428
Jun-11-2019,UA07,-0.86,22.7455,260.6629,2.8858,1.899,9.5139
Jun-11-2019,UA07,-0.965,22.7018,260.7053,2.9564,2.029,9.4945
Jun-11-2019,UA07,-1.07,22.6714,260.5454,3.0101,1.999,9.4747
Jun-11-2019,UA07,-1.179,22.6323,260.4117,3.0543,2.024,9.4633
Jun-11-2019,UA07,-1.294,22.5833,260.2542,3.1013,2.078,9.4703
Jun-11-2019,UA07,-1.411,22.5182,260.0927,3.1512,2.128,9.4768
Jun-11-2019,UA07,-1.53,22.4343,259.8147,3.1898,2.319,9.4678
Jun-11-2019,UA07,-1.643,22.337,259.3649,3.1897,2.362,9.4438
Jun-11-2019,UA07,-1.753,22.2221,259.1575,3.2859,2.252,9.401
Jun-11-2019,UA07,-1.859,22.0984,259.1493,3.4337,2.267,9.3422
Jun-11-2019,UA07,-1.959,21.9738,259.2891,3.4781,2.296,9.2757
Jun-11-2019,UA07,-2.049,21.8484,259.6954,3.5267,2.37,9.203
Jun-11-2019,UA07,-2.128,21.7419,260.134,3.6274,2.492,9.1311
Jun-11-2019,UA07,-2.203,21.6638,260.4977,3.8674,2.506,9.0684
Jun-11-2019,UA07,-2.282,21.6126,260.3688,4.1837,2.796,9.0249
Jun-11-2019,UA07,-2.375,21.5782,259.4925,4.4118,2.732,8.9909
Jun-11-2019,UA07,-2.481,21.5022,258.8824,4.6352,2.57,8.9557
Jun-11-2019,UA07,-2.588,21.3685,259.181,4.7311,2.607,8.924
Jun-11-2019,UA07,-2.699,21.2374,259.6542,4.6417,2.357,8.8662
Jun-11-2019,UA07,-2.816,21.1343,259.9204,4.5477,2.362,8.7785
Jun-11-2019,UA07,-2.938,21.0505,260.1229,4.5893,2.58,8.6856
